date change,STATUS,voorveerkit,achterveerkit,combikit,MERK,TYPE,Year,FORK HYPERPRO NR,FORK HYPERPRO OIL,OILLEVEL,FORK SPRING PRELOAD,FORK STATIC SAG,FORK COMPRESION,FORK REBOUND,FORK EXTRA INFO,REAR HYPERPRO NR,REAR SPRING PRELOAD,REAR STATIC SAG,REAR COMPRESION,REAR REBOUND,REAR EXTRA INFO,PROD_EXTRA_INF,chassis nummer,eu nummer
2017-11-14,,SP-DU08-SSA007,,,DUCATI,SCRAMBLER (CLASSIC/URBAN ENDURO/ICON/FT),15-18,1211,"SAE 7,5",120 MM,NOT ADJUSTABLE,33 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,AIRCHAMBER MEASURED FROM TOP OF INNERTUBE / yes the spring should be 10 mm shorter then OEM. Use tool HP-T57 to open the cap on innertube.,,,,,,,needs tool HP-T57 to open the forktube,K1,
2018-09-17,,SP-DU08-SSA006,SP-DU08-SSB006,SP-DU08-SSC006,DUCATI,S2R 800,05-07,0756,SAE 10,130 MM,,,,,,0163,15 MM,10 MM,,20 K OPEN,,,,
2025-10-17,ud,,,,DUCATI,HYPERMOTARD 939 SP   ?,16-18,,"SAE 7,5?",140 MM,,25 MM,,,,,,,,,,,,
,,SP-DU08-SSA005,,,DUCATI,860,75-85,0083,"SAE 7,5",150 MM,,,,,,,,,,,,,,
,,SP-DU08-SSA004,SP-DU08-SSB004,SP-DU08-SSC004,DUCATI,888 SP5  /  SHOWA UPSD + OHLINS SHOCK,93 >,0107,SAE 10,120 MM,5 RINGS,24 MM,7 - 9 CLICKS,6 - 8 CLICKS,,0400,(+/- 17 MM),5 - 10 MM,15 - 20 MM CLICKS OPEN,8 - 12 CLICKS OPEN,,,ZDM888S,
,,SP-DU08-SSA003,SP-DU08-SSB003,SP-DU08-SSC003,DUCATI,851 SP2/888 SP3/888 SP4/ OHLINS UPSD + SHOCK,90 >,0239,SAE 10,170 MM,6 T,20 MM,POS. 10,POS. 4,,0400,(+/- 17MM),5 - 10 MM,15 - 20 CLICKS OPEN,8 - 12 CLICKS OPEN,,ZDM xxxS,,
2024-01-08,,SP-DU08-SSA002,SP-DU08-SSB002,SP-DU08-SSC002,DUCATI,851 STRADA 91-92 & 888 STRADA 93-95,91 - 95,0107,SAE 10,120 MM,5 RINGS,24 MM,7 - 9 CLICKS,6 - 8 CLICKS,,0087,27 MM,12 MM,"1,5 TURNS OPEN","1,5 TURNS OPEN",,ZDM xxxS,,
,,SP-DU08-SSA001,,,DUCATI,851 STRADA  /  MARZOCCHI M1R L=775 MM,88 - 90 <,0173,"SAE 2,5",130 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,POS. 2 - 3,,NR; STANDARD,##,10 MM,NOT ADJUSTABLE,POS. 30 - 35,,,ZDM851S1,
2022-12-06,,,SP-DU09-SSB031,,DUCATI,MULTISTRADA 950  25mm lower,17-21,,,,,,,,,0673,HPA MIN,60 MM,2 Turns open,7 Clicks open,,,,e3*168/2013*00001*05
2018-09-17,,SP-DU10-SSA011,,,DUCATI,MONSTER S2R 1000,06-08,1085,SAE 10,140 MM,6-7 RINGS OUT,24 MM,12 K OPEN,4-5 K OPEN,,,,,,,,,,
2022-04-15,,SP-DU08-SSA012,SP-DU08-SSB012,SP-DU08-SSC012,DUCATI,SCRAMBLER Desert Sled,17-22,1700,SAE 10,150 MM,5 RINGS OUT,40 MM,7 KLICKS OPEN,6 KLICKS OPEN,,1804,7 MM,30 MM,NOT ADJUSTABEL,"0,75 TURN OPEN",,,KB,
2018-07-19,,SP-DU07-SSA013,SP-DU07-SSB013,SP-DU07-SSC013,DUCATI,MONSTER 796,12-14,1077,SAE 15,300CC,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,RIGHT FORK CARTRIDGE ONLY  (Left needs tool HP-T62),1224,15 MM,10 MM,NOT ADJUSTABLE,8-10 KLICKS,,Needs Tool HP-T62,,
,,SP-DU09-SSA001,SP-DU09-SSB001,SP-DU09-SSC001,DUCATI,900 SS / SHOWA UPSD,91 - 96 <,0026,"SAE 7,5",115 MM,R = 5,23 MM,CLICKS 8,CLICKS 6,,0027,19 MM,10 MM,T = 1,T = 1.75,,,ZDM906C2,
2016-04-27,,SP-DU09-SSA025,SP-DU09-SSB025,SP-DU09-SSC025,DUCATI,ST4 S,01-03,0523,SAE 5,120 MM,4 RINGS OUT,23 MM,15 KLIKS OPEN,12 (+/-2) CLICKS,,1224,2 TURNS (HYDR),12 MM,5 K. OPEN,12K. OPEN,,,,
2017-02-21,ud,SP-DU08-SSA011ud,SP-DU08-SSB011ud,SP-DU08-SSC011ud,DUCATI,STREETFIGHTER 848,12-15,0835?/1091/1517,,,,,,,,0555? BAS,,,,,,,,
2025-10-21,UDL,,SP-DU09-SSB035UD,,DUCATI,DesertX  25mm lower,22-25,,,,,,,,,1891,HPA minimal,70 mm,"2,75 Turn open","1,5 Turn open",,,DX-23,e49*168/2013*00094*02
2020-11-23,,SP-DU08-SSA013,,,DUCATI,SCRAMBLER CAFE RACER,17-18,1211,SAE 5,120 MM,NOT ADJUSTABLE,33 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,AIRCHAMBER MEASURED FROM TOP OF INNERTUBE / yes the spring should be 10 mm shorter then OEM. Use tool HP-T57 to open the cap on innertube.,,,,,,,needs tool HP-T57 to open the forktube,,
2025-10-21,,SP-DU09-SSA034,SP-DU09-SSB034,SP-DU09-SSC034,DUCATI,DesertX,22-25,1888,2x SAE 10,110 MM,2 Turns,45-50 mm,1 Turn open,1 Turn open,Mount the fork 10mm through the triple clamp,1889,HPA,40 mm,"2,75 Turn open","1,5 Turn open",,,DX-23,e49*168/2013*00094*02
2017-02-21,ud,SP-DU08-SSA009ud,,,DUCATI,HYPERMOTARD 796,10-12,1756,,,,,,,LEFT FORK IS DIFFICULT TO OPEN,,,,,,,,,
2024-01-08,UD,SP-DU09-SSA030UD,,,DUCATI,SUPERSPORT 939/ 950,17-23,,,,,,,,,,,,,,,,,
2024-09-16,,SP-DU08-SSA014,,,DUCATI,SCRAMBLER (CAFE RACER/FT/ICON/NIGHTSHIFT),19-24,1838,SAE 5,120 MM,NOT ADJUSTABLE,33 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,AIRCHAMBER MEASURED FROM TOP OF INNERTUBE / yes the spring should be 10 mm shorter then OEM. Use tool HP-T57 to open the cap on innertube.,,,,,,,needs tool HP-T57 to open the forktube,,
,,SP-DU10-SSA004,,,DUCATI,1000,75-85,0083,"SAE 7,5",150 MM,,,,,,,,,,,,,,
2017-05-05,,SP-DU10-SSA003,SP-DU10-SSB003,SP-DU10-SSC003,DUCATI,SPORT 1000,06-09,1214,SAE 15,110 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUASTABLE,RIGHT FORK IS REBOUND LEFT FORK IS COMPRESSION,1215,20 MM,12 MM,15-20 K OPEN,20-30 K OPEN,,,ZDMC101,
2018-09-17,,SP-DU10-SSA002,SP-DU10-SSB002,SP-DU10-SSC002,DUCATI,MONSTER 1000 S ie,03-05,1085,SAE 10,140 MM,6-7 RINGS OUT,24 MM,12 K OPEN,4-5 K OPEN,,0163,17 MM,10 MM,NOT ADJUSTABLE,12-14 K OPEN,,,,
2019-06-20,,SP-DU10-SSA001,SP-DU10-SSB001,SP-DU10-SSC001,DUCATI,SS 1000 DS,03-06,1023,"SAE 7,5",150 MM,3-4 RINGS OUT,24 MM,10-15 K-OPEN,8-12 K OPEN,,0345,18 MM,10 MM,15-20 K OPEN,25-35 K OPEN,,,ZDMV5,
2018-05-09,,SP-DU09-SSA013,SP-DU09-SSB013,SP-DU09-SSC013,DUCATI,916/996/998 SHOWA FORK & SHOCK,94-03,1488,SAE 5,140 MM,4 - 6 RINGS,22 MM,OPEN,7 - 9 CLICKS OPEN,,0256,25 MM,10 -15 MM,OPEN,OPEN,,,ZDM916S,
,,SP-DU09-SWA001,SP-DU09-SWB001,SP-DU09-SWC001,DUCATI,900 SS SHOWA UPSD + WP 36 MM SHOCK,91-96 <,0026,"SAE 7,5",115 MM,4 - 6 RINGS,23 MM,6 - 10 CLICKS,4 - 8 CLICKS,,0244,17 MM,10 - 15 MM,AS DESIRED,AS DESIRED,,,ZDM906C2,
2018-05-09,,SP-DU09-SSA015,SP-DU09-SSB015,SP-DU09-SSC015,DUCATI,916 SP (CIRCUIT) SHOWA FORK & OHLINS SHOCK,94-03,1488,SAE 5,140 MM,4 - 6 RINGS,22 MM,OPEN,5 - 7 CLICKS OPEN,,0400,10 - 12 MM,10 - 15 MM,10+ CLICKS OPEN,+/- 4 - 10 CLICKS OPEN,,,ZDM916S,
,,SP-DU09-SSA024,,,DUCATI,900,75-85,0083,"SAE 7,5",150 MM,,,,,,,,,,,,,,
,,SP-DU09-SSA023,SP-DU09-SSB023,SP-DU09-SSC023,DUCATI,"MONSTER 900 S i,e,",00-01,1079,SAE 15,160 MM,3-4 RINGS OUT,24 MM,15 K OPEN,7-9 K OPEN,,0163,17 MM,10 MM,NOT ADJUSTABLE,20 K OPEN,,,,
2014-02-26,,SP-DU09-SSA021,SP-DU09-SSB021,SP-DU09-SSC021,DUCATI,MULTISTRADA 1000 DS,04-06,1079,"SAE 7,5",170 MM,5-6 RINGS OUT,30 MM,"1-1,5 T OPEN",9-11 K OPEN,,0163,0-10K HYDR.PREL,10 MM,"1,5-2,5 T OPEN","0,5-1 T OPEN",,,,
2016-10-10,,SP-DU09-SSA020,SP-DU09-SSB020,SP-DU09-SSC020,DUCATI,999/749,03-06,1086,SAE 10,140 MM,5-6 RINGS OUT,27 MM,8 KLICKS OPEN,9 KLICKS OPEN,,1065,22 MM,12 MM,"1,5-2 TURNS OPEN",1 TURN OPEN,,,,
2017-05-05,,SP-DU09-SSA018,SP-DU09-SSB018,SP-DU09-SSC018,DUCATI,MHR 900 EVOLUTIONE,00-02,0508,"SAE 2,5",130 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0256,12 MM,12 MM,15 - 20 CLICKS OPEN,0 - 5 CLICKS OPEN,,,,
,,SP-DU09-SSA017,SP-DU09-SSB017,SP-DU09-SSC017,DUCATI,M900 S4,00 >,0623,SAE 10,150 MM,1 - 3 RINGS OUT,24 MM,6 CLICKS (+/- 2),6 CLICKS (+/-),,0163,17 MM (=MIN),10 MM,4.25 T,18 CLICKS OPEN,,,,
,,SP-DU09-SSA007,SP-DU09-SSB007,SP-DU09-SSC007,DUCATI,906 PASO  /  MARZOCCHI M1R L = 775 MM,89 - 91 < FRAMENUMBERS FROM; 001303>,0173,"SAE 2,5",120 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,POS. 2 - 3,USE STANDARD ADAPTER-RING UNDER LEFT SPRING / NO STD. PRELOADBUSH,0155,+/- 22 MM,10 MM,NOT ADJUSTABLE,POS. 30 - 35,WITH PRELOAD ADJUSTER ON MINIMUM.,,ZDM906PC,
2021-04-22,,SP-DU09-SSA028,SP-DU09-SSB028,SP-DU09-SSC028,DUCATI,MULTISTRADA 950,17-21,1664,2x SAE 10,150 MM,5 RINGS OUT,35 MM,8 KLICKS OPEN,8 KLICKS OPEN,MOUNT THE FORK 10M THROUGH THE TRIPLE CLAMP,1158,HPA MIN,15 MM,2 Turns open,7 Clicks open,,,,e3*168/2013*00001*05
2013-06-27,,SP-DU07-SSA012,SP-DU07-SSB012,SP-DU07-SSC012,DUCATI,MONSTER 796,10-11,1373/1172,SAE 10,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,SHORT SPRING RIGHT AND LONG SPRING LEFT,1224,15 MM,10 MM,NOT ADJUSTABLE,8-10 KLICKS,,,,
2021-02-04,,SP-DU09-SSA032,,,DUCATI,ST2,01-03,1079,SAE 5,120 MM,4 RINGS OUT,23 MM,,12 (+/-2) CLICKS,,,22 MM,12 MM,MAX. OPEN,0.25 - 0.5 T. OPEN,,,,
2021-03-30,,SP-DU08-SSA010,SP-DU08-SSB010,SP-DU08-SSC010,DUCATI,HYPERMOTARD 821/939,13-18,1548,SAE 10,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"LEFT FORK IS DIFFICULT TO OPEN , left fork you need to remove the foot.",1224,POS 9,20 MM,NOT ADJUSTABLE,"1,5 TURN OPEN",,Fork kit means removal of one foot,,
2018-05-09,,SP-DU09-SSA014,SP-DU09-SSB014,SP-DU09-SSC014,DUCATI,916/996/998 SHOWA FORK & OHLINS SHOCK,94-03,1488,SAE 5,140 MM,4 - 6 RINGS,22 MM,OPEN,5 - 7 CLICKS OPEN,,0297,25 MM,10 - 15 MM,10 + CLICKS OPEN,+/- 4 - 5 CLICKS OPEN,,,ZDM916S,
,,SP-DU09-SWA003,SP-DU09-SWB003,SP-DU09-SWC003,DUCATI,900 SPORT MARZOCCHI 40MM F + R,89 - 90 <,0205,SAE 10,140 MM,NOT ADJUSTABLE,21 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0244,17 MM,10 - 15 MM,AS DESIRED,AS DESIRED,,,,
2025-01-31,,SL-DU09-SSA023,,,DUCATI,PANIGALE 899/959 LINEAR 10 N/mm,14-19,1289,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,,
2022-01-25,,SP-DU09-SSA009,SP-DU09-SSB009,SP-DU09-SSC009,DUCATI,M 900 - MONSTER  / SHOWA UPSD + BOGE SHOCK (FM<009914),93-96,0016,"SAE 2,5",105 MM,,23 MM,,,,0163,17 MM,10 MM,NOT ADJUSTABLE,2 TURNS OPEN,,,ZDM900M,
2024-03-01,,SP-DU07-SSA015,,,DUCATI,MONSTER 797 (+),18-21,1502,SAE 15,130 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Left fork needs HP-T57,,15 MM,10 mm,NOT ADJUSTABLE,"1,5 turn open",,Fork needs tool HP-T57,,
2025-01-31,,SL-DU09-SSA016,,,DUCATI,"PANIGALE V2 LINEAR 8,5 N/mm",20-24,1286,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,ZDMH1H,e3*168/2013*00021*02
2025-01-31,,SL-DU09-SSA017,,,DUCATI,PANIGALE V2 LINEAR 9 N/mm,20-24,1287,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,ZDMH1H,e3*168/2013*00021*02
2025-01-31,,SL-DU09-SSA018,,,DUCATI,"PANIGALE V2 LINEAR 9,5 N/mm",20-24,1288,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,ZDMH1H,e3*168/2013*00021*02
2020-01-27,,SL-DU10-SSA004,,,DUCATI,1098 / 848 LINEAR 10 N/mm,07-13,1285,SAE 10,140 MM,4-5 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2025-01-31,,SL-DU09-SSA019,,,DUCATI,PANIGALE V2 LINEAR 10 N/mm,20-24,1289,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,ZDMH1H,e3*168/2013*00021*02
2017-08-15,,SP-DU09-SSA029,SP-DU09-SSB029,SP-DU09-SSC029,DUCATI,ST3,04-07,1421,SAE 5,120 MM,4 RINGS OUT,23 MM,15 KLIKS OPEN,12 (+/-2) CLICKS,,1224,15 MM,12 MM,5 K. OPEN,12K. OPEN,,,,
2020-01-27,,SL-DU10-SSA001,,,DUCATI,"1098 / 848 LINEAR 8,5 N/mm",07-13,1282,SAE 10,140 MM,2-3 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2024-06-19,UD,,,,DUCATI,HYPERMOTARD 950,19-24,,,,,,,,,,,,,,,,,
2024-09-16,UD,,,,DUCATI,MONSTER 937 (also PLUS),21-24,1478?,,,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-10-17,,SL-DU09-SSA006,,,DUCATI,"900 SS (SHOWA 43 mm) LINEAR 9,5 N/mm",01-02,2115,SAE 10,140 MM,,,,,,,,,,,,,,
2025-01-31,,SL-DU09-SSA021,,,DUCATI,PANIGALE 899/959 LINEAR 9 N/mm,14-19,1287,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,,
2025-01-31,,SL-DU09-SSA020,,,DUCATI,"PANIGALE 899/959 LINEAR 8,5 N/mm",14-19,1286,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,,
2025-01-31,,SL-DU09-SSA022,,,DUCATI,"PANIGALE 899/959 LINEAR 9,5 N/mm",14-19,1288,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,,
2024-08-23,,SP-DU09-SSA033,,,DUCATI,MULTISTRADA V2,22-24,1664,2x SAE 10,150 MM,5 RINGS OUT,35 MM,8 KLICKS OPEN,8 KLICKS OPEN,MOUNT THE FORK 10M THROUGH THE TRIPLE CLAMP,,,,,,,,,
2020-01-27,,SL-DU10-SSA003,,,DUCATI,"1098 / 848 LINEAR 9,5 N/mm",07-13,1284,SAE 10,140 MM,4-5 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2025-01-31,,SP-DU09-SSA036,,,DUCATI,PANIGALE 899/959,14-19,1488,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,,,,,,,,,
2022-01-19,,SP-DU08-SSA015,SP-DU08-SSB015,SP-DU08-SSC015,DUCATI,MONSTER 821 (DARK) (no damping adjustment),15-21,1502,SAE 15,130 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Left fork needs HP-T57,1224,15 MM,10 mm,NOT ADJUSTABLE,"1,5 turn open",,Fork needs tool HP-T57,,
2025-01-31,,SP-DU09-SSA035,SP-SU09-SSB035,SP-DU09-SSC035,DUCATI,PANIGALE V2,20-24,1488,"2x SAE 7,5",150 MM,30 kliks in,26 MM,4 Turns out,"2,5 Turns open",,0244,15 MM,10 mm,,,,,ZDMH1H,e3*168/2013*00021*02
2016-01-20,,SL-DU09-SSA005,,,DUCATI,"916/996 SPORT (SHOWA) LINEAR 9,5 N/mm",94-03,2115,SAE 10,140 MM,,,,,,,,,,,,,,
2020-01-27,,SL-DU10-SSA002,,,DUCATI,1098 / 848 LINEAR 9 N/mm,07-13,1283,SAE 10,140 MM,2-3 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2019-06-01,,SP-DU11-SSA003,,,DUCATI,MULTISTRADA 1100,2007,1598,"SAE 7,5",170 MM,5-6 RINGS OUT,30 MM,"1-1,5 T OPEN",9-11 K OPEN,,,,,,,,,,
2024-09-16,ud,,,,DUCATI,SCRAMBLER 1100 (DARK) PRO,20-23,,,,,,,,,,,,,,,,,
2021-12-23,ud,,,,DUCATI,SCRAMBLER 1100,18-19,,,,,,,,,,,,,,,,,
2017-05-11,,SP-DU11-SSA002,,,DUCATI,1198 (showa),09-11,1086,"SAE 7,5",140 MM,4-5 RINGS OUT,27 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2025-01-27,ud,,,,DUCATI,PANIGALE V4,18-24,,,,,,,,,,,,,,,,,
2019-10-03,,SP-DU12-SSA008,SP-DU12-SSB008,SP-DU12-SSC008,DUCATI,MULTISTRADA 1200 ENDURO (PRO),16-18,1781,2X SAE 5,140 MM,,,DSS,DSS,,1158,,,DSS,DSS,,,,
2014-07-23,,SP-DU10-SSA010,,,DUCATI,1098 S (ohlins),07-08,1390,SAE 5,140 MM,,27 MM,15 klicks,15 klicks,,,,,,,,,,
2023-10-06,,SL-DU11-SSA001,,,DUCATI,"1198 LINEAR 8,5 N/mm",09-11,1282,SAE 10,140 MM,2-3 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2023-10-06,,SL-DU11-SSA003,,,DUCATI,"1198 LINEAR 9,5 N/mm",09-11,1284,SAE 10,140 MM,4-5 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2021-06-09,,,SP-DU11-SSB004,,DUCATI,MONSTER 1100 EVO,12-13,1077 GEKNEPEN,SAE 10,140 MM,4-5 RINGS OUT,27 MM,"0,75 TURN OPEN",7 KLICKS OPEN,1077 MOET GEKNEPEN VOOR DE DOP,1224,15 MM,10 MM,NOT ADJUSTABLE,8-10 KLICKS,,,,
2019-06-21,,SP-DU12-SSA006,,,DUCATI,MULTISTRADA 1200 S,13-17,1779,2x SAE 5,130 MM,1-2 TURNS from min,35 MM,DSS,DSS,,,,,,,,,,
2019-06-01,,SP-DU11-SSA001,,,DUCATI,MULTISTRADA 1100,08-09,1079,"SAE 7,5",170 MM,5-6 RINGS OUT,30 MM,"1-1,5 T OPEN",9-11 K OPEN,,,,,,,,,,
2024-11-14,UD,,,,DUCATI,MULTISTRADA V4 S,21-24,1079?,2x SAE 10,115/125 MM,4 TURNS OUT,50 MM,Electronic,Electronic,Airchamber Left  side 115mm /Right side 125mm,,,,,,,,,
2022-01-19,,,SP-DU08-SSB014,,DUCATI,MONSTER 821 STEALTH/STRIPE (fork with damping adjustment),15-21,,,,,,,,,1224,15 MM,10 mm,NOT ADJUSTABLE,"1,5 turn open",,,,
2018-09-17,,SP-DU12-SSA003,SP-DU12-SSB003,SP-DU12-SSC003,DUCATI,MULTISTRADA 1200 (also abs),13-14,1643,"2x SAE 7,5",140 MM,10 TURNS,35 MM,2 Turns open,2 Turns open,Raise the forks 2 rings through the triple clamp,1301,0-5 CLICKS,15-20 MM,"0,75 TURN","0,75 TURN",,,A 3,
2020-03-24,,SP-DU12-SSA007,,,DUCATI,MULTISTRADA 1260 S (TOURING),18-20,1779,2x SAE 5,130 MM,1-2 TURNS from min,35 MM,DSS,DSS,,,,,,,,,,
2023-10-06,,SL-DU11-SSA004,,,DUCATI,1198 LINEAR 10 N/mm,09-11,1285,SAE 10,140 MM,4-5 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2023-10-06,,SL-DU11-SSA002,,,DUCATI,1198 LINEAR 9 N/mm,09-11,1283,SAE 10,140 MM,2-3 RINGS OUT,25 MM,"0,75 TURN OPEN",7 KLICKS OPEN,,,,,,,,,,
2020-03-24,,SP-DU12-SSA005,,,DUCATI,MULTISTRADA 1260 (TOURING),18-20,1701,2X SAE 15,180 MM,3-4 rings out,45 MM,7 klicks open,15 klicks open,RAISE THE FORK 15 MM THROUGH THE TRIPLE CLAMP (original 5mm),,0-5 CLICKS,15 MM,6 KLICKS,"1,5 TURN",,,AC,
2019-04-24,UD,,,,DUCATI,MONSTER 1200,14-21,,,,,,,,,,,,,,,,,
2019-06-19,UD,SP-DU12-SSA001UD,,,DUCATI,MULTISTRADA 1200 S/T,2010,1608,"SAE 7,5",160 MM,mid,35 MM,DES,DES,,,,,,,,,,
2022-05-13,,SP-DU11-SSA004,,,DUCATI,PANIGALE 1199/1299,13-17,1601,"SAE 7,5",140 MM,,24 MM,,,,,,,,,,,,
2017-12-11,,SP-DU12-SSA004,SP-DU12-SSB004,SP-DU12-SSC004,DUCATI,MULTISTRADA 1200,15-17,1701,2X SAE 15,180 MM,3-4 rings out,45 MM,7 klicks open,15 klicks open,RAISE THE FORK 15 MM THROUGH THE TRIPLE CLAMP (original 5mm),1158,0-5 CLICKS,15 MM,6 KLICKS,"1,5 TURN",,,,
2017-06-01,,SP-DU12-SSA002,SP-DU12-SSB002,SP-DU12-SSC002,DUCATI,MULTISTRADA 1200 (also abs),10-12,1643,"2x SAE 7,5",140 MM,10 TURNS,35 MM,2 Turns open,2 Turns open,Raise the forks 2 rings through the triple clamp,1296,0-5 CLICKS,15 MM,"0,75 TURN","0,75 TURN",,,,
2012-11-02,,SP-EG35-SSA001,,,EGLI,35 MM,ALL,2004,SAE 10,150 MM,,,,,,,,,,,,,,
2012-11-02,,SP-EG38-SSA001,,,EGLI,38 MM,ALL,2055,SAE 10,150 MM,,,,,,,,,,,,,,
2020-05-27,,SP-EN11-SSA002,SP-EN11-SSB002,SP-EN11-SSC002,ENERGICA,EsseEsse 9   43mm Marzocchi/bitubo shock,17-20,1735,SAE 20,140 MM,STD,22 MM,2 TURNS OPEN,1 TURN OPEN,"YES THE HYPERPRO SPRING SHOULD BE 15MM LONGER THEN OEM, MOUNT THE CONICAL SIDE UP.",1088,11 mm,15 mm,NOT ADJUSTABLE,POS 1-2,,"FORK SEALS ARE STICKY , CHANGE TO SKF FS-43M",,
2020-05-27,,SP-EN11-SSA001,SP-EN11-SSB001,SP-EN11-SSC001,ENERGICA,EVA   43mm Marzocchi/bitubo shock,15-20,1735,SAE 20,140 MM,STD,22 MM,2 TURNS OPEN,1 TURN OPEN,"YES THE HYPERPRO SPRING SHOULD BE 15MM LONGER THEN OEM, MOUNT THE CONICAL SIDE UP.",1088,11 mm,15 mm,NOT ADJUSTABLE,POS 1-2,,"FORK SEALS ARE STICKY , CHANGE TO SKF FS-43M",,
2024-07-08,UD,,,,FANTIC,CABALLERO 500,,,,,,,,,,1614,,,,,,,,
2012-11-02,,SP-FOIT-SSA002,,,FORCELLA ITALIA,38 MM,ALL,2077,"SAE 7,5",150 MM,,,,,,,,,,,,,,
2012-11-02,,SP-FOIT-SSA003,,,FORCELLA ITALIA,40 MM,ALL,2063,SAE 5,140 MM,,,,,,,,,,,,,,
2012-11-02,,SP-FOIT-SSA004,,,FORCELLA ITALIA,40 MM RACE,ALL,2093,"SAE 7,5",150 MM,,,,,,,,,,,,,,
,,SP-FOIT-SSA001,,,FORCELLA ITALIA,RACE (LENGTH 780 MM) 38mm,ALL,0335,SAE 10,160 MM,,,,,,,,,,,,,,
2012-11-02,,SP-FOIT-SSA005,,,FORCELLA ITALIA,42 MM,ALL,0023,SAE 10,140 MM,,,,,,,,,,,,,,
2024-01-08,,SP-GG07-SSA001,SP-GG07-SSB001,SP-GG07-SSC001,GASGAS,SM 700,22-24,1059,"SAE 7,5",140 MM,NOT ADJUSTABLE,35-40 MM,14 KLICKS OPEN,10 KLICKS OPEN,,1381,16 MM,20 MM,"LOW 8 KLICKS/ HIGH 1,5 TURN",10 KLICKS,,,,
2024-01-08,L,,SP-GG07-SSB002,,GASGAS,SM 700 35mm LOWER,22-24,,,,,,,,,1553,6 MM,55-60 MM,"LOW 8 KLICKS/ HIGH 1,5 TURN",10 KLICKS,,,,
2024-01-08,,SP-GG07-SSA003,SP-GG07-SSB003,SP-GG07-SSC003,GASGAS,ES 700 ENDURO,22-24,1768,"2x SAE 7,5",120 MM,NOT ADJUSTABLE,,14 KLICKS OPEN,10 KLICKS OPEN,,1381,12 MM,25 MM,"LOW 15 KLICKS/ HIGH 1,5 TURN",15 KLICKS,,,,
2024-01-08,L,SP-GG07-SSA004,SP-GG07-SSB004,SP-GG07-SSC004,GASGAS,ES 700 ENDURO 35mm LOWER,22-24,1709,"2x SAE 7,5",120 MM,NOT ADJUSTABLE,41 MM,14 KLICKS OPEN,10 KLICKS OPEN,RAISE THE FORK 20MM THROUGH THE TRIPLE TREE,1553,11 MM,50 MM,"LOW 15 KLICKS/ HIGH 1,5 TURN",15 KLICKS,,,,
